Id,CourseName,CourseNumber,DepartmentCode,CourseDescription,Credits
275," Canada since Confederation, 1867 to the Present",2440,HIST,"An overview of the development of the Canadian federation. Areas may include competing visions of the Canadian “nation”, relations with Aboriginal peoples, industrialization and social change, and shifts in politics and political culture. (3 lecture hours or 2 lecture hours, 1 tutorial hour a week.)",3
276, Aboriginal Peoples in Canadian History: Beginnings to Mid-Nineteenth Century,2460,HIST,"Aboriginal peoples and their impact on the history of Canada. Areas will include an overview of aboriginal nations, and the changing dynamics of the relationship between the first peoples and Europeans. (2 lecture, 1 lab hour per week.)",3
277, Aboriginal Peoples in Canadian History: Mid-Nineteenth Century to the Present,2470,HIST,"(2 lecture, 1 lab hour per week.)",3
278," Women in Canada and the United States, 1600-1870",2490,HIST,"A social history from the period of Native-European contact to the mid-nineteenth century. Work, family and sexuality, cultural ideals, and political status and activism among women of Native, African, and European origins will be examined. (3 lecture hours or 2 lecture hours, 1 tutorial hour a week.)",3
279," Women in Canada and the United States, 1870-Present",2500,HIST,"A social history from the mid-nineteenth century to the present. Native, black, immigrant, and native-born white women’s roles in paid and household labour, family and cultural life, and reform movements will be examined. (3 lecture hours or 2 lecture hours, 1 tutorial hour a week.)",3
280, History of Women's Movements in North America,2510,HIST,"An exploration of the collective action of women in the past and present in North America. Areas of study may include women's involvement with the temperance, civil rights, suffrage, trade union, environmental, reproductive rights, and women's liberation movements. (Also offered as Women's and Gender Studies WGST-2510.) (3 lecture hours or 2 lecture hours, 1 tutorial hour a week.)",3
281," History of America, 1600-1877",2610,HIST,"The social, economic, and political history of the British North American colonies and the United States. Areas may include Native-European contact and conflict, the growth of the British Empire, slavery, the American Revolution, industrialization, reform movements, and the Civil War and Reconstruction. (3 lecture hours or 2 lecture hours, 1 tutorial hour a week.)",3
282," History of America, 1877 to the Present",2620,HIST,"The social, economic, and political history of the United States since Reconstruction. Topics may include urbanization and immigration, Progressive reform, women’s suffrage, the Great Depression, the World Wars, McCarthyism, civil rights and women’s liberation, the Vietnam War, and the end of the Cold War (3 lecture hours or 2 lecture hours, 1 tutorial hour a week.)",3
283, Modern Latin America,2720,HIST,"Nation-states in Spanish America, Brazil and the Caribbean, from the revolutions of independence to the present. Covers patterns of political and economic development shared throughout the continent. Country and thematic focus may vary from year to year, and may include the Haitian, Mexican, and Cuban revolutions, modern military dictatorships, resources and the environment, and gender and ethnic relations.",3
284, History of Crime,2870,HIST,Examines the ways in which crime and criminal justice were shaped by the societies in which they occurred and the ways in which they changed as these societies changed.,3
285, Selected Topics in History,2970,HIST,"Topics of current interest, which may vary from year to year. (May be repeated for credit with consent of an advisor in History.)",3
286, History Workshop,3020,HIST,"A series of modules that gives students first hand experience in carrying out historical research and exposes them to sources for doing so. Activities may include visiting an archive and cataloguing sources, designing an historical web page, using computers for quantitative research, creating videos",3
287, Schools of Historical Thought,3030,HIST,"This course is specifically designed to introduce third year history students to a case study in historiography. Each time it is taught, the instructor’s specialization will be the theme, and he or she will outline the various historiographical approaches to that theme.",3
288, Gender in Islamic History,3100,HIST,"This course is a historical study of gender in Islamic History, with special emphasis given to the modern Middle East and Afghanistan. We will examine the role of gender systems at different times and places in Islamic history through primary sources. Some themes of the course may be 1) the ways in which discourses of gender were constructed in ways usually disadvantageous to women. Though careful attention must be paid to important differences in time and place; 2) The relationship of gender systems to other hierarchical social structures such as class, ethnicity and age; 3) women and mens’ roles in preserving and constructing the gender systems of their society; and 4) the ways in which women and men were able to exercise agency in overcoming or transcending limitations of the dominant discourses on gender.",3
289, The European Renaissance,3160,HIST,"A study of European intellectual, cultural and artistic life from the 14th to the 16th century. Centered around the notions of Humanism and the revival of Greco-Roman Antiquity, special attention will be given to Italy and the Germano-Flemish lands, but areas of study will also include Spain, France, Eastern Europe, and the Ottoman empire.",3
290, Africa and the Atlantic System,3200,HIST,"This course explores the nature and terms of West Africa’s interaction with the Atlantic commercial system that materialized after European colonization of the Americas. It revolves around the birth, growth and demise of the Trans-Atlantic Slave Trade (1600s-1800s). The major themes cover the rationale and mechanics of this slave trade, and its impact on the African side of the Atlantic system. Students will be introduced to the general parameters of academic discourses on the Transatlantic Slave Trade and its legacy. (Prerequisite: Semester 4 standing or Permission of instructor.)",3
291," Colonialism in Africa, 1830s-1960s",3210,HIST,"This course explores the imposition and liquidation of European colonialism in Africa. It focuses on the political, economic, and cultural forces behind colonialism, and the attitudes of its agents. Emphasis will be placed on highlighting the major similarities and differences between European colonial power structures and African resistance to, adaptation to and adoption of those structures. (Prerequisites: HIST-2200 or semester 4 standing.)",3
292, Becoming Visible: Women in European History,3360,HIST,"An introduction to women’s status, roles and significance in European history, with emphasis on feminist ideologies and women’s movements from the eighteenth- through the mid-twentieth centuries. The geographic focus may vary from year to year.",3
293," Women, War and Peace",3400,HIST,"This course examines the various and distinct ways in which women experience war and peace, in both historical and contemporary contexts. Topics include home fronts during wartime in both combat and non-combat zones, women's peace activism, displacement, war crimes against women, women in combat, and media coverage of women and war/peace across the 20th and 21st centuries. (Also offered as Women's and Gender Studies WGST-3400.) (Prerequisite: one 2000-level Women's and Gender Studies or History course or POLS-2600 or consent of the instructor.)",3
